r_fighter,b_fighter
Carlos Condit,Neil Magny
Louis Smolka,Matheus Nicolau
Mark De La Rosa,Tim Elliott
Omari Akhmedov,Marvin Vettori
Ricky Glenn,Myles Jury
Dooho Choi,Jeremy Stephens
Michael Johnson,Darren Elkins
Paige VanZant,Jessica-Rose Clark
Emil Meek,Kamaru Usman
Alex White,James Krause
Danielle Taylor,JJ Aldrich
Talita Bernardo,Irene Aldana
Guido Cannetti,Kyung Ho Kang
Kalindra Faria,Jessica Eye
Mike Santiago,Mads Burnell
Matt Frevola,Marco Polo Reyes
Francis Ngannou,Stipe Miocic
Volkan Oezdemir,Daniel Cormier
Shane Burgos,Calvin Kattar
Francimar Barroso,Gian Villante
Thomas Almeida,Rob Font
Sabah Homasi,Abdul Razak Alhassan
Alexandre Pantoja,Dustin Ortiz
Dan Ige,Julio Arce
Matt Bessette,Enrique Barzola
Gleison Tibau,Islam Makhachev
Brandon Davis,Kyle Bochniak
Erik Koch,Bobby Green
Dennis Bermudez,Andre Fili
Jordan Rinaldi,Gregor Gillespie
Frank Camacho,Drew Dober
Godofredo Pepey,Mirsad Bektic
Derek Brunson,Jacare Souza
Juliana Lima,Randa Markos
Justine Kish,Ji Yeon Kim
Joaquim Silva,Vinc Pichel
George Sullivan,Niko Price
Austin Arnett,Cory Sandhagen
Mara Romero Borella,Katlyn Cerminara
Eryk Anders,Lyoto Machida
Priscila Cachoeira,Valentina Shevchenko
Desmond Green,Michel Prazeres
Marcelo Golm,Timothy Johnson
Marlon Vera,Douglas Silva de Andrade
Anthony Smith,Thiago Santos
Tim Means,Sergio Moraes
Damir Hadzovic,Alan Patrick
Maia Stevenson,Polyana Viana
Joe Soto,Iuri Alcantara
Joseph Morales,Deiveson Figueiredo
Luke Rockhold,Yoel Romero
Mark Hunt,Curtis Blaydes
Cyril Asker,Tai Tuivasa
Li Jingliang,Jake Matthews
Saparbeg Safarov,Tyson Pedro
Daichi Abe,Luke Jumeau
Rob Wilkinson,Israel Adesanya
Jeremy Kennedy,Alexander Volkanovski
Ben Nguyen,Jussier Formiga
Mizuto Hirota,Ross Pearson
Teruto Ishihara,Jose Quinonez
Damien Brown,Dong Hyun Ma
Thiago Alves,Curtis Millender
Yancy Medeiros,Donald Cerrone
Marcin Tybura,Derrick Lewis
Francisco Trinaldo,James Vick
Steven Peterson,Brandon Davis
Tim Williams,Oskar Piechota
Jared Gordon,Diego Ferreira
Brian Camozzi,Geoff Neal
Joby Sanchez,Robert Sanchez
Sarah Moras,Lucie Pudilova
Joshua Burkman,Alex Morono
Thibault Gouti,Sage Northcutt
Josh Emmett,Jeremy Stephens
Tecia Torres,Jessica Andrade
Ovince Saint Preux,Ilir Latifi
Mike Perry,Max Griffin
Renan Barao,Brian Kelleher
Sara McMann,Marion Reneau
Ben Saunders,Alan Jouban
Marcin Prachnio,Sam Alvey
Russell Doane,Rani Yahya
Eric Shelton,Alex Perez
Albert Morales,Manny Bermudez
Maryna Moroz,Angela Hill
Stefan Struve,Andrei Arlovski
Yana Santos,Cristiane Justino
Frankie Edgar,Brian Ortega
Andre Soukhamthath,Sean O'Malley
Cat Zingano,Ketlen Vieira
Pedro Munhoz,John Dodson
Beneil Dariush,Alexander Hernandez
Adam Milstead,Jordan Johnson
Hector Lombard,CB Dollaway
Mike Pyle,Zak Ottow
Bryan Caraway,Cody Stamann
Ashley Yoder,Mackenzie Dern
Fabricio Werdum,Alexander Volkov
Jimi Manuwa,Jan Blachowicz
Terrion Ware,Tom Duquesnoy
Peter Sobotta,Leon Edwards
Oliver Enkamp,Danny Roberts
Hakeem Dawodu,Danny Henry
Magomed Ankalaev,Paul Craig
Stevie Ray,Kajan Johnson
Mark Godbeer,Dmitry Sosnovskiy
John Phillips,Charles Byrd
Calvin Kattar,Renato Moicano
Al Iaquinta,Khabib Nurmagomedov
Joanna Jedrzejczyk,Rose Namajunas
Kyle Bochniak,Zabit Magomedsharipov
Mike Rodriguez,Devin Clark
Felice Herrig,Karolina Kowalkiewicz
Evan Dunham,Olivier Aubin-Mercier
Bec Rawlings,Ashlee Evans-Smith
Joe Lauzon,Chris Gruetzemacher
Justin Gaethje,Dustin Poirier
Carlos Condit,Alex Oliveira
Marvin Vettori,Israel Adesanya
Tim Boetsch,Antonio Carlos Junior
Cortney Casey,Michelle Waterson-Gomez
Ricky Rainey,Muslim Salikhov
Dhiego Lima,Yushin Okami
Krzysztof Jotko,Brad Tavares
Dan Moret,Gilbert Burns
Shana Dobson,Lauren Mueller
Arjan Bhullar,Adam Wieczorek
Matthew Lopez,Alejandro Perez
Patrick Williams,Luke Sanders
Wilson Reis,John Moraga
Edson Barboza,Kevin Lee
Cub Swanson,Frankie Edgar
Chase Sherman,Justin Willis
Thiago Santos,David Branch
Brett Johns,Aljamain Sterling
Jim Miller,Dan Hooker
Merab Dvalishvili,Ricky Simon
Luan Chagas,Siyar Bahadurzada
Patrick Cummins,Corey Anderson
Keita Nakamura,Anthony Rocco Martin
Alex Garcia,Ryan LaFlare
Raquel Pennington,Amanda Nunes
Jacare Souza,Kelvin Gastelum
Vitor Belfort,Lyoto Machida
Brian Kelleher,John Lineker
Karl Roberson,Cezar Ferreira
Amanda Cooper,Mackenzie Dern
Nick Hein,Davi Ramos
James Bochnovic,Markus Perez
Alberto Mina,Ramazan Emeev
Junior Albini,Aleksei Oleinik
Sultan Aliev,Warlley Alves
Sean Strickland,Elizeu Zaleski dos Santos
Thales Leites,Jack Hermansson
Demian Maia,Kamaru Usman
Alexa Grasso,Tatiana Suarez
Jared Cannonier,Dominick Reyes
Diego Rivas,Guido Cannetti
Veronica Hardy,Andrea Lee
Chad Laprise,Vicente Luque
Brandon Moreno,Alexandre Pantoja
Syuri Kondo,Poliana Botelho
Humberto Bandenay,Gabriel Benitez
Brandon Davis,Enrique Barzola
Henry Briones,Frankie Saenz
Felipe Silva,Claudio Puelles
Zak Cummings,Michel Prazeres
Jason Knight,Makwan Amirkhani
Craig White,Neil Magny
Mads Burnell,Arnold Allen
Nordine Taleb,Claudio Silva
Stephen Thompson,Darren Till
Daniel Kelly,Tom Breese
Gina Mazany,Lina Lansberg
Brad Scott,Carlo Pedersoli Jr.
Molly McCann,Gillian Robertson
Eric Spicely,Darren Stewart
Trevor Smith,Elias Theodorou
Jimmie Rivera,Marlon Moraes
Vinc Pichel,Gregor Gillespie
Daniel Spitz,Walt Harris
Jake Ellenberger,Ben Saunders
Daniel Teymur,Julio Arce
Johnny Eduardo,Nathaniel Wood
Lauren Murphy,Sijara Eubanks
Nik Lentz,David Teymur
Chance Rencountre,Belal Muhammad
Gleison Tibau,Desmond Green
Jarred Brooks,Jose Torres
Gian Villante,Sam Alvey
Yoel Romero,Robert Whittaker
Rafael Dos Anjos,Colby Covington
Megan Anderson,Holly Holm
Andrei Arlovski,Tai Tuivasa
Alistair Overeem,Curtis Blaydes
Carla Esparza,Claudia Gadelha
Rashad Coulter,Chris de la Rocha
Rashad Evans,Anthony Smith
Joseph Benavidez,Sergio Pettis
Clay Guida,Charles Oliveira
Ricardo Lamas,Mirsad Bektic
Mike Santiago,Dan Ige
Teruto Ishihara,Petr Yan
Donald Cerrone,Leon Edwards
Tyson Pedro,Ovince Saint Preux
Jessica-Rose Clark,Jessica Eye
Daichi Abe,Li Jingliang
Felipe Arantes,Song Yadong
Hector Aldana,Song Kenan
Shinsho Anzai,Jake Matthews
Viviane Pereira,Yan Xiaonan
Naoki Inoue,Matt Schnell
Jenel Lausa,Yuta Sasaki
Melinda Fabian,Ji Yeon Kim
Rolando Dy,Shane Young
Joe Giannetti,Michael Trizano
Jay Cucciniello,Brad Katona
Martin Bravo,Alex Caceres
Barb Honchak,Roxanne Modafferi
Julian Marquez,Alessio Di Chirico
Brad Tavares,Israel Adesanya
Richie Smullen,Luis Pena
Allan Zuniga,John Gunther
Tyler Diamond,Bryce Mitchell
Matt Bessette,Steven Peterson
Oskar Piechota,Gerald Meerschaert
Rachael Ostovich,Montana De La Rosa
Stipe Miocic,Daniel Cormier
Francis Ngannou,Derrick Lewis
Paul Felder,Mike Perry
Michael Chiesa,Anthony Pettis
Gokhan Saki,Khalil Rountree Jr.
Rob Font,Raphael Assuncao
Lando Vannata,Drakkar Klose
Max Griffin,Curtis Millender
Gilbert Burns,Dan Hooker
Jamie Moyle,Emily Whitmire
Uriah Hall,Paulo Costa
Blagoy Ivanov,Junior Dos Santos
Myles Jury,Chad Mendes
Zak Ottow,Sage Northcutt
Dennis Bermudez,Ricky Glenn
Randy Brown,Niko Price
Marion Reneau,Cat Zingano
Elias Garcia,Mark De La Rosa
Darren Elkins,Alexander Volkanovski
Justin Scoggins,Said Nurmagomedov
Kurt Holobaugh,Raoni Barcelos
Jennifer Maia,Liz Carmouche
Jodie Esquibel,Jessica Aguilar
Eddie Wineland,Alejandro Perez
Mauricio Rua,Anthony Smith
Glover Teixeira,Corey Anderson
Vitor Miranda,Abu Azaitar
Stefan Struve,Marcin Tybura
David Zawada,Danny Roberts
Marc Diakiese,Nasrat Haqparast
Emil Meek,Bartosz Fabinski
Khalid Taha,Nad Narimani
Justin Ledet,Aleksandar Rakic
Davey Grant,Manny Bermudez
Jeremy Kimball,Darko Stosic
Damian Stasiak,Pingyuan Liu
Nick Hein,Damir Hadzovic
Alex Morono,Jordan Mein
Eddie Alvarez,Dustin Poirier
Jeremy Stephens,Jose Aldo
Tecia Torres,Joanna Jedrzejczyk
Olivier Aubin-Mercier,Alexander Hernandez
Austin Arnett,Hakeem Dawodu
Gadzhimurad Antigulov,Ion Cutelaba
Alvaro Herrera Mendoza,Devin Powell
Randa Markos,Nina Nunes
Matheus Nicolau,Dustin Ortiz
Kajan Johnson,Islam Makhachev
Ross Pearson,John Makdessi
Alexis Davis,Katlyn Cerminara
Danielle Taylor,Zhang Weili
Wulijiburen,Marlon Vera
Cody Garbrandt,TJ Dillashaw
Demetrious Johnson,Henry Cejudo
Polyana Viana,JJ Aldrich
Kevin Holland,Thiago Santos
Cub Swanson,Renato Moicano
Montel Jackson,Ricky Simon
Kyung Ho Kang,Ricardo Ramos
Matt Sayles,Sheymon Moraes
Jose Torres,Alex Perez
Brett Johns,Pedro Munhoz
John Moraga,Deiveson Figueiredo
James Vick,Justin Gaethje
Andre Fili,Michael Johnson
Angela Hill,Cortney Casey
Jake Ellenberger,Bryan Barberena
Tim Williams,Eryk Anders
Markus Perez,Andrew Sanchez
Iuri Alcantara,Cory Sandhagen
George Sullivan,Mickey Gall
Kalindra Faria,Joanne Wood
Jon Tuck,Drew Dober
Luke Sanders,Rani Yahya
Warlley Alves,James Krause
Niko Price,Abdul Razak Alhassan
Darren Till,Tyron Woodley
Karolina Kowalkiewicz,Jessica Andrade
Brandon Davis,Zabit Magomedsharipov
John Dodson,Jimmie Rivera
Carla Esparza,Tatiana Suarez
Craig White,Diego Sanchez
Frank Camacho,Geoff Neal
Charles Byrd,Darren Stewart
Robert Sanchez,Jarred Brooks
Alex White,Jim Miller
Lucie Pudilova,Irene Aldana
Cody Stamann,Aljamain Sterling
Mark Hunt,Aleksei Oleinik
Nikita Krylov,Jan Blachowicz
Andrei Arlovski,Shamil Abdurakhimov
Thiago Alves,Aleksei Kunchenko
CB Dollaway,Khalid Murtazaliev
Jin Soo Son,Petr Yan
Desmond Green,Mairbek Taisumov
Marcin Prachnio,Magomed Ankalaev
Adam Yandiev,Jordan Johnson
Stefan Sekulic,Ramazan Emeev
Terrion Ware,Merab Dvalishvili
Kajan Johnson,Rustam Khabilov
Evan Dunham,Francisco Trinaldo
Eryk Anders,Thiago Santos
Carlo Pedersoli Jr.,Alex Oliveira
Sam Alvey,Rogerio Nogueira
Renan Barao,Andre Ewell
Luis Henrique,Ryan Spann
Christos Giagos,Charles Oliveira
Ben Saunders,Sergio Moraes
Marina Rodriguez,Randa Markos
Gillian Robertson,Mayra Bueno Silva
Hector Lombard,Thales Leites
Luigi Vendramini,Elizeu Zaleski dos Santos
Alex Chambers,Livinha Souza
Chase Sherman,Augusto Sakai
Conor McGregor,Khabib Nurmagomedov
Anthony Pettis,Tony Ferguson
Ovince Saint Preux,Dominick Reyes
Alexander Volkov,Derrick Lewis
Felice Herrig,Michelle Waterson-Gomez
Jalin Turner,Vicente Luque
Tonya Evinger,Aspen Ladd
Alan Patrick,Scott Holtzman
Lina Lansberg,Yana Santos
Gray Maynard,Nik Lentz
Ryan LaFlare,Anthony Rocco Martin
Sergio Pettis,Jussier Formiga
Ed Herman,Gian Villante
Volkan Oezdemir,Anthony Smith
Patrick Cummins,Misha Cirkunov
Jonathan Martinez,Andre Soukhamthath
Alex Garcia,Court McGee
Artem Lobov,Michael Johnson
Thibault Gouti,Nasrat Haqparast
Chris Fishgold,Calvin Kattar
Sarah Moras,Talita Bernardo
Te Edwards,Don Madge
Marcelo Golm,Arjan Bhullar
Jessin Ayari,Stevie Ray
Nordine Taleb,Sean Strickland
Chris Weidman,Jacare Souza
David Branch,Jared Cannonier
Jack Marshman,Karl Roberson
Derek Brunson,Israel Adesanya
Jason Knight,Jordan Rinaldi
Derrick Lewis,Daniel Cormier
Julio Arce,Sheymon Moraes
Ben Saunders,Lyman Good
Kurt Holobaugh,Shane Burgos
Adam Wieczorek,Marcos Rogerio de Lima
Lando Vannata,Matt Frevola
Roxanne Modafferi,Sijara Eubanks
Chan Sung Jung,Yair Rodriguez
Mike Perry,Donald Cerrone
Raquel Pennington,Germaine de Randamie
Thiago Moises,Beneil Dariush
Hannah Cifers,Maycee Barber
Luis Pena,Michael Trizano
John Gunther,Davi Ramos
Julian Erosa,Devonte Smith
Joseph Morales,Eric Shelton
Joby Sanchez,Mark De La Rosa
Amanda Cooper,Ashley Yoder
Neil Magny,Santiago Ponzinibbio
Darren Elkins,Ricardo Lamas
Khalil Rountree Jr.,Johnny Walker
Cezar Ferreira,Ian Heinisch
Guido Cannetti,Marlon Vera
Humberto Bandenay,Austin Arnett
Bartosz Fabinski,Michel Prazeres
Poliana Botelho,Cynthia Calvillo
Anderson Dos Santos,Nad Narimani
Hector Aldana,Laureano Staropoli
Devin Powell,Jesus Pinedo
Yuta Sasaki,Alexandre Pantoja
Curtis Blaydes,Francis Ngannou
Sergei Pavlovich,Alistair Overeem
Vince Morales,Song Yadong
Song Kenan,Alex Morono
Lauren Mueller,Wu Yanan
David Zawada,Li Jingliang
Jessica Aguilar,Zhang Weili
Martin Day,Pingyuan Liu
Syuri Kondo,Yan Xiaonan
John Phillips,Kevin Holland
Sumudaerji,Louis Smolka
Hu Yaozong,Rashad Coulter
Darren Stewart,Edmen Shahbazyan
Rafael Dos Anjos,Kamaru Usman
Justin Frazier,Juan Espino
Pannie Kianzad,Macy Chiasson
Bryan Caraway,Pedro Munhoz
Ji Yeon Kim,Antonina Shevchenko
Darrell Horcher,Roosevelt Roberts
Alex Perez,Joseph Benavidez
Michel Batista,Maurice Greene
Julija Stoliarenko,Leah Letson
Ricky Rainey,Tim Means
Chris Gutierrez,Raoni Barcelos
Ricky Glenn,Kevin Aguilar
Jake Matthews,Anthony Rocco Martin
Tai Tuivasa,Junior Dos Santos
Tyson Pedro,Mauricio Rua
Mark Hunt,Justin Willis
Suman Mokhtarian,Sodiq Yusuff
Elias Garcia,Kai Kara-France
Yushin Okami,Aleksei Kunchenko
Paul Craig,Jimmy Crute
Mizuto Hirota,Christos Giagos
Alex Gorgees,Damir Ismagulov
Salim Touahri,Keita Nakamura
Ben Nguyen,Wilson Reis
Brian Ortega,Max Holloway
Joanna Jedrzejczyk,Valentina Shevchenko
Alex Oliveira,Gunnar Nelson
Kyle Bochniak,Hakeem Dawodu
Jimi Manuwa,Thiago Santos
Claudia Gadelha,Nina Nunes
Eryk Anders,Elias Theodorou
Matthew Lopez,Brad Katona
Chad Laprise,Dhiego Lima
Kyle Nelson,Diego Ferreira
Devin Clark,Aleksandar Rakic
Olivier Aubin-Mercier,Gilbert Burns
Katlyn Cerminara,Jessica Eye
Sergio Pettis,Rob Font
Dan Hooker,Edson Barboza
Jordan Griffin,Dan Ige
Jim Miller,Charles Oliveira
Kevin Lee,Al Iaquinta
Dwight Grant,Zak Ottow
Chris de la Rocha,Juan Adams
Jared Gordon,Joaquim Silva
Adam Milstead,Mike Rodriguez
Bobby Green,Drakkar Klose
Gerald Meerschaert,Jack Hermansson
Trevor Smith,Zak Cummings
Alexander Gustafsson,Jon Jones
Cristiane Justino,Amanda Nunes
Carlos Condit,Michael Chiesa
Chad Mendes,Alexander Volkanovski
Ilir Latifi,Corey Anderson
BJ Penn,Ryan Hall
Andre Ewell,Nathaniel Wood
Bevon Lewis,Uriah Hall
Siyar Bahadurzada,Curtis Millender
Brian Kelleher,Montel Jackson
Douglas Silva de Andrade,Petr Yan
Cat Zingano,Megan Anderson
Rachael Ostovich,Paige VanZant
TJ Dillashaw,Henry Cejudo
Greg Hardy,Allen Crowder
Yancy Medeiros,Gregor Gillespie
Dustin Ortiz,Joseph Benavidez
Karl Roberson,Glover Teixeira
Ariane Lipski,Joanne Wood
Vinicius Moreira,Alonzo Menifield
Mario Bautista,Cory Sandhagen
Te Edwards,Dennis Bermudez
Belal Muhammad,Geoff Neal
Kyle Stewart,Chance Rencountre
Alexander Hernandez,Donald Cerrone
Raphael Assuncao,Marlon Moraes
Renato Moicano,Jose Aldo
Lyman Good,Demian Maia
David Teymur,Charles Oliveira
Justin Ledet,Johnny Walker
Sarah Frota,Livinha Souza
Anthony Hernandez,Markus Perez
Max Griffin,Thiago Alves
Junior Albini,Jairzinho Rozenstruik
Felipe Colares,Geraldo de Freitas
Ricardo Ramos,Said Nurmagomedov
Bibulatov Magomed,Rogerio Bontorin
Taila Santos,Mara Romero Borella
Anderson Silva,Israel Adesanya
Marcos Mariano,Lando Vannata
Rani Yahya,Ricky Simon
Nadia Kassem,Montana De La Rosa
Sam Alvey,Jimmy Crute
Dong Hyun Ma,Devonte Smith
Raulian Paiva,Kai Kara-France
Teruto Ishihara,Kyung Ho Kang
Callan Potter,Jalin Turner
Wulijiburen,Jonathan Martinez
Austin Arnett,Shane Young
Cain Velasquez,Francis Ngannou
James Vick,Paul Felder
Cortney Casey,Cynthia Calvillo
Alex Caceres,Kron Gracie
Myles Jury,Andre Fili
Bryan Barberena,Vicente Luque
Benito Lopez,Manny Bermudez
Ashlee Evans-Smith,Andrea Lee
Scott Holtzman,Nik Lentz
Renan Barao,Luke Sanders
Aleksandra Albu,Emily Whitmire
Jimmie Rivera,Aljamain Sterling
John Dodson,Petr Yan
Jan Blachowicz,Thiago Santos
Marcos Rogerio de Lima,Stefan Struve
Gian Villante,Michal Oleksiejczuk
Lucie Pudilova,Liz Carmouche
Klidson Abreu,Magomed Ankalaev
Rustam Khabilov,Diego Ferreira
Daniel Teymur,Chris Fishgold
Veronica Hardy,Gillian Robertson
Marco Polo Reyes,Damir Hadzovic
Michel Prazeres,Ismail Naurdiev
Joel Alvarez,Damir Ismagulov
Carlo Pedersoli Jr.,Dwight Grant
Tecia Torres,Zhang Weili
Anthony Smith,Jon Jones
Tyron Woodley,Kamaru Usman
Robbie Lawler,Ben Askren
Cody Garbrandt,Pedro Munhoz
Polyana Viana,Hannah Cifers
Misha Cirkunov,Johnny Walker
Alejandro Perez,Cody Stamann
Mickey Gall,Diego Sanchez
Charles Byrd,Edmen Shahbazyan
Gina Mazany,Macy Chiasson
Jeremy Stephens,Zabit Magomedsharipov
Derrick Lewis,Junior Dos Santos
Curtis Millender,Elizeu Zaleski dos Santos
Tim Means,Niko Price
Ben Rothwell,Blagoy Ivanov
Drew Dober,Beneil Dariush
Tim Boetsch,Omari Akhmedov
Sergio Moraes,Anthony Rocco Martin
Julian Erosa,Grant Dawson
Jeff Hughes,Maurice Greene
Louis Smolka,Matt Schnell
Zak Ottow,Alex Morono
Dan Moret,Alex White
Marion Reneau,Yana Santos
Jose Quinonez,Nathaniel Wood
Darren Till,Jorge Masvidal
Gunnar Nelson,Leon Edwards
Volkan Oezdemir,Dominick Reyes
Danny Roberts,Claudio Silva
Nad Narimani,Mike Grundy
Jordan Rinaldi,Arnold Allen
Priscila Cachoeira,Molly McCann
Danny Henry,Dan Ige
John Phillips,Jack Marshman
Joe Duffy,Marc Diakiese
Nicolae Negumereanu,Saparbeg Safarov
Stephen Thompson,Anthony Pettis
Justin Willis,Curtis Blaydes
Jesus Pinedo,John Makdessi
Steven Peterson,Luis Pena
Deiveson Figueiredo,Jussier Formiga
Frankie Saenz,Marlon Vera
Alexis Davis,Jennifer Maia
Angela Hill,Randa Markos
Ryan MacDonald,Chris Gutierrez
Eric Shelton,Jordan Espinosa
Bobby Moffett,Bryce Mitchell
JJ Aldrich,Maycee Barber
Sheymon Moraes,Sodiq Yusuff
Edson Barboza,Justin Gaethje
David Branch,Jack Hermansson
Michael Johnson,Josh Emmett
Karolina Kowalkiewicz,Michelle Waterson-Gomez
Kennedy Nzechukwu,Paul Craig
Jessica Aguilar,Marina Rodriguez
Enrique Barzola,Kevin Aguilar
Gerald Meerschaert,Kevin Holland
Ray Borg,Casey Kenney
Sabina Mazo,Maryna Moroz
Mark De La Rosa,Alex Perez
Ross Pearson,Desmond Green
Max Holloway,Dustin Poirier
Kelvin Gastelum,Israel Adesanya
Eryk Anders,Khalil Rountree Jr.
Alan Jouban,Dwight Grant
Ovince Saint Preux,Nikita Krylov
Jalin Turner,Matt Frevola
Wilson Reis,Alexandre Pantoja
Boston Salmon,Khalid Taha
Curtis Millender,Belal Muhammad
Andre Soukhamthath,Montel Jackson
Lauren Mueller,Poliana Botelho
Randy Costa,Brandon Davis
Zelim Imadaev,Max Griffin
Antonina Shevchenko,Roxanne Modafferi
Arman Tsarukyan,Islam Makhachev
Marcelo Golm,Sergei Pavlovich
Alen Amedovski,Krzysztof Jotko
Aleksei Oleinik,Alistair Overeem
Keita Nakamura,Sultan Aliev
Alex Da Silva,Alexander Yakovlev
Marcin Tybura,Shamil Abdurakhimov
Gadzhimurad Antigulov,Michal Oleksiejczuk
Rafael Fiziev,Magomed Mustafaev
SeungWoo Choi,Movsar Evloev
Dmitrii Smoliakov,Greg Hardy
Alex Oliveira,Mike Perry
Ion Cutelaba,Glover Teixeira
John Lineker,Cory Sandhagen
Thomas Gifford,Roosevelt Roberts
Jacare Souza,Jack Hermansson
Andrei Arlovski,Augusto Sakai
Virna Jandiroba,Carla Esparza
Mike Davis,Gilbert Burns
Jason Gonzalez,Jim Miller
Jodie Esquibel,Angela Hill
Court McGee,Dhiego Lima
Ben Saunders,Takashi Sato
Al Iaquinta,Donald Cerrone
Elias Theodorou,Derek Brunson
Cub Swanson,Shane Burgos
Brad Katona,Merab Dvalishvili
Serghei Spivac,Walt Harris
Sarah Moras,Macy Chiasson
Aiemann Zahabi,Vince Morales
Kyle Prepolec,Nordine Taleb
Kyle Nelson,Matt Sayles
Juan Adams,Arjan Bhullar
Mitch Gagnon,Cole Smith
Marc-Andre Barriault,Andrew Sanchez
Thiago Alves,Laureano Staropoli
Rose Namajunas,Jessica Andrade
Anderson Silva,Jared Cannonier
Jose Aldo,Alexander Volkanovski
Bethe Correia,Irene Aldana
Talita Bernardo,Viviane Araujo
Kurt Holobaugh,Thiago Moises
Sergio Moraes,Warlley Alves
BJ Penn,Clay Guida
Priscila Cachoeira,Luana Carolina
Carlos Huachin,Raoni Barcelos
Rogerio Nogueira,Ryan Spann
Kevin Lee,Rafael Dos Anjos
Antonio Carlos Junior,Ian Heinisch
Megan Anderson,Felicia Spencer
Derrick Krantz,Vicente Luque
Nik Lentz,Charles Oliveira
Austin Hubbard,Davi Ramos
Sijara Eubanks,Aspen Ladd
Danny Roberts,Michel Pereira
Michael Trizano,Grant Dawson
Patrick Cummins,Ed Herman
Trevin Giles,Zak Cummings
Julian Erosa,Julio Arce
Charles Jourdain,Desmond Green
Alexander Gustafsson,Anthony Smith
Jimi Manuwa,Aleksandar Rakic
Chris Fishgold,Makwan Amirkhani
Damir Hadzovic,Christos Giagos
Sung Bin Jo,Daniel Teymur
Stevie Ray,Leonardo Santos
Tonya Evinger,Lina Lansberg
Nick Hein,Frank Camacho
Duda Santana,Bea Malecki
Darko Stosic,Devin Clark
Danilo Belluardo,Joel Alvarez
Rostem Akman,Sergey Khandozhko
Marlon Moraes,Henry Cejudo
Jessica Eye,Valentina Shevchenko
Donald Cerrone,Tony Ferguson
Jimmie Rivera,Petr Yan
Tai Tuivasa,Blagoy Ivanov
Nina Nunes,Tatiana Suarez
Pedro Munhoz,Aljamain Sterling
Karolina Kowalkiewicz,Alexa Grasso
Ricardo Lamas,Calvin Kattar
Angela Hill,Yan Xiaonan
Bevon Lewis,Darren Stewart
Grigory Popov,Eddie Wineland
Joanne Wood,Katlyn Cerminara
Bryan Barberena,Randy Brown
Anderson Dos Santos,Andre Ewell
Montana De La Rosa,Andrea Lee
Alessio Di Chirico,Kevin Holland
Renato Moicano,Chan Sung Jung
Syuri Kondo,Ashley Yoder
Matt Wiman,Luis Pena
Allen Crowder,Jairzinho Rozenstruik
Ariane Lipski,Molly McCann
Eric Spicely,Deron Winn
Kevin Aguilar,Dan Ige
Jussier Formiga,Joseph Benavidez
Anthony Rocco Martin,Demian Maia
Roosevelt Roberts,Vinc Pichel
Marco Polo Reyes,Drew Dober
Paul Craig,Alonzo Menifield
Junior Dos Santos,Francis Ngannou
Vinicius Moreira,Eryk Anders
Dan Moret,Jared Gordon
Dequan Townsend,Dalcha Lungiambula
Emily Whitmire,Amanda Ribas
Junior Albini,Maurice Greene
Journey Newson,Ricardo Ramos
Thiago Santos,Jon Jones
Holly Holm,Amanda Nunes
Ben Askren,Jorge Masvidal
Luke Rockhold,Jan Blachowicz
Diego Sanchez,Michael Chiesa
Nohelin Hernandez,Marlon Vera
Randa Markos,Claudia Gadelha
Alejandro Perez,Song Yadong
Jack Marshman,Edmen Shahbazyan
Ismail Naurdiev,Chance Rencountre
Pannie Kianzad,Julia Avila
Gilbert Melendez,Arnold Allen
Aspen Ladd,Germaine de Randamie
Ricky Simon,Urijah Faber
Mirsad Bektic,Josh Emmett
Wellington Turman,Karl Roberson
Cezar Ferreira,Marvin Vettori
Nicco Montano,Julianna Pena
Darren Elkins,Ryan Hall
Pingyuan Liu,Jonathan Martinez
Livinha Souza,Brianna Fortino
Vince Morales,Benito Lopez
Sheymon Moraes,Andre Fili
Aleksei Oleinik,Walt Harris
Juan Adams,Greg Hardy
James Vick,Dan Hooker
Francisco Trinaldo,Alexander Hernandez
Ben Rothwell,Andrei Arlovski
Rafael Dos Anjos,Leon Edwards
Irene Aldana,Raquel Pennington
Sam Alvey,Klidson Abreu
Roxanne Modafferi,Jennifer Maia
Gabriel Silva,Ray Borg
Jin Soo Son,Mario Bautista
Domingo Pilarte,Felipe Colares
Steven Peterson,Alex Caceres
Frankie Edgar,Max Holloway
Felicia Spencer,Cristiane Justino
Niko Price,Geoff Neal
Olivier Aubin-Mercier,Arman Tsarukyan
Marc-Andre Barriault,Krzysztof Jotko
Alexis Davis,Viviane Araujo
SeungWoo Choi,Gavin Tucker
Alexandre Pantoja,Deiveson Figueiredo
Sarah Frota,Gillian Robertson
Kyle Stewart,Erik Koch
Yoshinori Horie,Hakeem Dawodu
Trevin Giles,Gerald Meerschaert
Robbie Lawler,Colby Covington
Clay Guida,Jim Miller
Joaquim Silva,Nasrat Haqparast
Dong Hyun Ma,Scott Holtzman
Hannah Goldy,Miranda Granger
Salim Touahri,Mickey Gall
Lucie Pudilova,Antonina Shevchenko
Jordan Espinosa,Matt Schnell
Mara Romero Borella,Lauren Murphy
Cole Williams,Claudio Silva
Darko Stosic,Kennedy Nzechukwu
Liz Carmouche,Valentina Shevchenko
Mike Perry,Vicente Luque
Humberto Bandenay,Eduardo Garagorri
Ilir Latifi,Volkan Oezdemir
